time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-03-01T07:12:38.168Z,59.5147,-152.3652,7.3,2.2,ml,,,,0.83,ak,ak0202t00utw,2020-03-01T15:15:08.887Z,"42km SW of Anchor Point, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-03-01T07:07:33.090Z,19.5003333,-155.4431667,0.72,2.93,ml,41,99,0.03191,0.12,hv,hv71406822,2020-03-02T04:57:38.019Z,"22km WNW of Volcano, Hawaii",earthquake,0.23,0.51,0.191,38,reviewed,hv,hv
2020-03-01T07:05:29.880Z,17.9406,-66.8358,17,2.84,md,7,220,0.0554,0.14,pr,pr2020061012,2020-03-01T07:32:25.595Z,"6km SSW of Indios, Puerto Rico",earthquake,2.82,0.8,0.15,5,reviewed,pr,pr
2020-03-01T06:56:18.367Z,61.0343,-147.4896,18,1.5,ml,,,,0.43,ak,ak0202szot9o,2020-03-01T06:59:36.279Z,"62km W of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-03-01T06:50:15.260Z,36.0201667,-117.8158333,-0.24,1.13,ml,11,101,0.03802,0.22,ci,ci39087943,2020-03-02T17:12:36.409Z,"12km ESE of Coso Junction, CA",earthquake,0.42,31.61,0.139,14,reviewed,ci,ci
2020-03-01T06:46:25.270Z,17.9623,-66.841,18,2.62,md,8,210,0.0403,0.22,pr,pr2020061011,2020-03-01T07:05:23.981Z,"4km SSW of Indios, Puerto Rico",earthquake,1.43,0.57,0.26,4,reviewed,pr,pr
2020-03-01T06:45:45.000Z,33.5966667,-116.8051667,6.3,0.12,ml,15,72,0.04869,0.09,ci,ci39087935,2020-03-02T17:12:52.938Z,"13km WNW of Anza, CA",earthquake,0.26,0.48,0.104,5,reviewed,ci,ci
2020-03-01T06:42:01.820Z,61.8024,-147.1271,19.8,2.1,ml,,,,0.7,ak,ak0202szlrza,2020-03-01T06:49:23.783Z,"85km NNW of Valdez, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-03-01T06:40:04.090Z,35.5955,-118.045,1.73,0.82,ml,11,142,0.1266,0.15,ci,ci39087927,2020-03-02T17:12:54.997Z,"22km WSW of Inyokern, CA",earthquake,0.41,0.64,0.097,12,reviewed,ci,ci
2020-03-01T06:09:44.880Z,35.6463333,-117.476,10.32,2.12,ml,24,111,0.06075,0.16,ci,ci39087919,2020-03-01T06:20:33.400Z,"15km SSW of Searles Valley, CA",earthquake,0.32,0.57,0.143,25,automatic,ci,ci
2020-03-01T06:04:08.340Z,36.0156667,-117.8183333,0.32,1.47,ml,15,98,0.03399,0.18,ci,ci39087911,2020-03-01T06:08:05.948Z,"12km NE of Little Lake, CA",earthquake,0.33,0.65,0.138,18,automatic,ci,ci
2020-03-01T06:01:40.092Z,36.5596,70.9385,200.96,4.2,mb,,74,2.464,0.58,us,us6000879e,2020-03-01T06:26:09.040Z,"35km SSE of Jarm, Afghanistan",earthquake,7.6,7.5,0.146,14,reviewed,us,us
2020-03-01T05:51:43.200Z,35.6375,-117.4591667,3.98,0.93,ml,9,170,0.05095,0.14,ci,ci39087895,2020-03-01T05:55:29.012Z,"15km SSW of Searles Valley, CA",earthquake,0.59,0.77,0.069,7,automatic,ci,ci
2020-03-01T05:51:01.570Z,17.9303,-66.93,5,2.88,md,8,225,0.0677,0.13,pr,pr2020061010,2020-03-01T07:18:47.520Z,"5km SSW of Guanica, Puerto Rico",earthquake,0.79,0.37,0.03,3,reviewed,pr,pr
2020-03-01T05:44:23.160Z,46.1073333333333,-118.853,14.92,1.07,ml,10,113,,0.17,uw,uw61579022,2020-03-01T16:08:06.730Z,"14km ESE of Finley, Washington",earthquake,0.81,1.63,0.276679400554239,8,reviewed,uw,uw
2020-03-01T05:38:01.110Z,60.8321,-149.0437,16,1.9,ml,,,,1.11,ak,ak0202syzhfz,2020-03-01T06:45:01.583Z,"20km WNW of Whittier, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-03-01T05:36:11.110Z,38.7994995,-122.7371674,0.79,0.71,md,7,109,0.01624,0.02,nc,nc73348500,2020-03-01T07:05:04.786Z,"3km SSW of Cobb, CA",earthquake,0.32,0.84,0.41,3,automatic,nc,nc
2020-03-01T05:36:08.652Z,61.0818,-152.4155,0.5,0.5,ml,,,,0.87,ak,ak0202syz2ld,2020-03-01T05:45:29.453Z,"68km NNE of Redoubt Volcano, Alaska",earthquake,,1.8,,,automatic,ak,ak
2020-03-01T05:29:21.460Z,33.4736667,-116.7725,5.08,0.2,ml,16,115,0.08995,0.27,ci,ci39087879,2020-03-01T05:33:04.557Z,"9km ENE of Aguanga, CA",earthquake,0.58,1.97,0.088,6,automatic,ci,ci
2020-03-01T05:27:48.343Z,61.1367,-152.295,7.3,0.6,ml,,,,0.35,ak,ak0202syx87m,2020-03-01T05:30:23.686Z,"73km NW of Nikiski, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-03-01T05:24:48.310Z,36.9878,-116.457,14.5,0.9,ml,9,142.34,0.176,0.13,nn,nn00718091,2020-03-01T06:11:46.685Z,"28km ENE of Beatty, Nevada",earthquake,,2.7,,,automatic,nn,nn
2020-03-01T05:16:48.960Z,41.0008316,-121.3448334,3.44,1.91,md,6,232,0.2045,0.01,nc,nc73348495,2020-03-01T06:38:03.616Z,"7km SE of McArthur, CA",earthquake,1.26,8.28,0.31,2,automatic,nc,nc
2020-03-01T05:16:42.658Z,59.9568,-152.927,97.9,2,ml,,,,0.63,ak,ak0202syuuw1,2020-03-01T05:28:42.890Z,"59km S of Redoubt Volcano, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-03-01T05:13:08.840Z,38.828167,-122.7968369,0.86,0.78,md,15,57,0.01138,0.02,nc,nc73348490,2020-03-01T06:10:07.450Z,"6km W of Cobb, CA",earthquake,0.21,0.56,0.09,3,automatic,nc,nc
2020-03-01T05:04:32.391Z,21.9314,143.8738,149.32,4.7,mb,,85,5.366,0.74,us,us6000878x,2020-03-01T05:48:13.040Z,"187km NW of Farallon de Pajaros, Northern Mariana Islands",earthquake,10.6,7.3,0.038,212,reviewed,us,us
2020-03-01T04:55:23.720Z,17.8568,-66.8981,8,2.65,md,8,251,0.1198,0.13,pr,pr2020061009,2020-03-01T05:06:45.645Z,"12km S of Guanica, Puerto Rico",earthquake,1.06,1.48,0.28,7,reviewed,pr,pr
2020-03-01T04:46:15.770Z,37.0015,-116.468,11.4,1.9,ml,20,99.03,0.237,0.08,nn,nn00718088,2020-03-01T04:50:08.201Z,"27km ENE of Beatty, Nevada",earthquake,,4.4,,,automatic,nn,nn
2020-03-01T04:40:45.020Z,19.2181664,-155.418335,32.98,2.61,ml,62,138,0.02752,0.14,hv,hv71406727,2020-03-01T04:54:23.040Z,"5km NE of Pahala, Hawaii",earthquake,0.5,0.6,2.48,26,automatic,hv,hv
2020-03-01T04:36:41.038Z,60.4808,-152.2581,83.1,1.4,ml,,,,0.75,ak,ak0202sydo19,2020-03-01T04:42:22.028Z,"26km E of Redoubt Volcano, Alaska",earthquake,,1.1,,,automatic,ak,ak
2020-03-01T04:17:01.557Z,38.1289,-118.3934,7.6,1.8,ml,5,136.16,0.151,0.1214,nn,nn00718079,2020-03-02T02:08:25.344Z,"48km SSE of Hawthorne, Nevada",earthquake,,3.9,0.08,3,reviewed,nn,nn
2020-03-01T04:09:28.837Z,63.2577,-150.4929,114.8,1.8,ml,,,,0.45,ak,ak0202sy7w4f,2020-03-01T04:17:56.430Z,"78km W of Cantwell, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-03-01T04:06:28.688Z,61.5144,-149.8806,34.5,1.6,ml,,,,0.73,ak,ak0202sy78yv,2020-03-01T04:11:23.499Z,"4km E of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-03-01T03:58:02.572Z,39.6514,-120.0383,5,-0.1,ml,4,97.34,0.074,0.0989,nn,nn00718082,2020-03-02T02:08:29.586Z,"6km WSW of Cold Springs, Nevada",earthquake,,5.9,0,1,reviewed,nn,nn
2020-03-01T03:55:06.260Z,46.8763333333333,-122.383833333333,14.98,1.46,ml,17,100,,0.13,uw,uw61579007,2020-03-01T04:06:25.720Z,"9km W of Eatonville, Washington",earthquake,0.39,1.31,0.175004385245089,9,reviewed,uw,uw
2020-03-01T03:52:15.580Z,44.8033333,-111.5388333,11.76,0.86,ml,16,74,0.082,0.17,mb,mb80383484,2020-03-01T14:37:53.910Z,"37km WNW of West Yellowstone, Montana",earthquake,0.41,0.58,0.074,4,reviewed,mb,mb
2020-03-01T03:46:52.910Z,17.8321,-66.89,9,2.34,md,5,258,0.1434,0.08,pr,pr2020061008,2020-03-01T03:57:48.874Z,"15km S of Guanica, Puerto Rico",earthquake,0.67,1.19,0.17,3,reviewed,pr,pr
2020-03-01T03:45:04.270Z,19.199667,-155.4661713,34.76,2.29,md,42,114,0.04419,0.12,hv,hv71406687,2020-03-01T03:48:26.190Z,"1km ESE of Pahala, Hawaii",earthquake,0.69,0.72,0.11,21,automatic,hv,hv
2020-03-01T03:38:58.548Z,69.5728,-144.849,0,1.9,ml,,,,0.99,ak,ak0202sxsqo3,2020-03-01T03:49:58.358Z,"78km SW of Kaktovik, Alaska",earthquake,,1.1,,,automatic,ak,ak
2020-03-01T03:35:05.012Z,39.6508,-120.0423,4.7,0.5,ml,4,95.85,0.076,0.1133,nn,nn00718080,2020-03-02T02:08:27.463Z,"6km WSW of Cold Springs, Nevada",earthquake,,5.3,0.13,2,reviewed,nn,nn
2020-03-01T03:24:38.765Z,39.6524,-120.0163,8.6,0.3,ml,3,187.48,0.062,0.0518,nn,nn00718078,2020-03-01T04:18:31.762Z,"4km SW of Cold Springs, Nevada",earthquake,,5.2,0,1,reviewed,nn,nn
2020-03-01T03:16:42.440Z,17.9031,-66.7891,10,2.5,md,8,231,0.1153,0.12,pr,pr2020061007,2020-03-01T03:31:27.117Z,"10km SSE of Indios, Puerto Rico",earthquake,1.02,0.81,0.27,5,reviewed,pr,pr
2020-03-01T03:13:16.924Z,-21.1429,-68.4626,129.32,4.6,mb,,64,0.962,1.16,us,us6000877n,2020-03-01T03:37:17.040Z,"154km NNE of Calama, Chile",earthquake,6.9,9,0.164,11,reviewed,us,us
2020-03-01T02:49:08.506Z,39.6551,-120.0338,5.6,0.2,ml,3,180.16,0.074,0.0417,nn,nn00718084,2020-03-02T02:08:31.624Z,"5km WSW of Cold Springs, Nevada",earthquake,,8.1,0.33,2,reviewed,nn,nn
2020-03-01T02:46:55.040Z,33.6461667,-116.6988333,11.91,0.24,ml,15,100,0.06608,0.15,ci,ci39087823,2020-03-02T17:13:41.690Z,"10km NNW of Anza, CA",earthquake,0.39,0.71,0.076,6,reviewed,ci,ci
2020-03-01T02:43:00.360Z,36.0971667,-117.8558333,2.94,1.64,ml,21,83,0.02039,0.13,ci,ci39087815,2020-03-02T17:14:52.660Z,"10km NE of Coso Junction, CA",earthquake,0.25,0.51,0.211,21,reviewed,ci,ci
2020-03-01T02:40:56.575Z,61.6625,-150.101,34.6,1.4,ml,,,,0.84,ak,ak0202sx7qb9,2020-03-01T02:45:24.734Z,"10km SSW of Willow, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-03-01T02:33:35.220Z,38.7886658,-122.7608337,1.99,0.58,md,13,80,0.01197,0.01,nc,nc73348465,2020-03-01T03:10:02.349Z,"1km NNW of The Geysers, CA",earthquake,0.36,0.73,0.02,2,automatic,nc,nc
2020-03-01T02:27:10.230Z,38.8059998,-122.7393341,1.73,1.39,md,23,59,0.0168,0.05,nc,nc73348455,2020-03-01T05:18:04.140Z,"2km SW of Cobb, CA",earthquake,0.24,0.45,0.16,7,automatic,nc,nc
2020-03-01T02:24:48.310Z,17.9113,-66.8575,11,2.61,md,9,231,0.0674,0.12,pr,pr2020061005,2020-03-01T02:57:38.351Z,"8km SE of Guanica, Puerto Rico",earthquake,0.85,0.53,0.36,4,reviewed,pr,pr
2020-03-01T02:22:25.393Z,60.495,-150.8616,36.2,1.5,ml,,,,0.38,ak,ak0202sx3t1n,2020-03-01T02:27:00.325Z,"7km SW of Sterling, Alaska",earthquake,,1.2,,,automatic,ak,ak
2020-03-01T02:14:17.790Z,33.6366653,-116.7131653,13.37,1.87,ml,55,31,0.04596,0.16,ci,ci39087791,2020-03-01T02:25:17.850Z,"10km NNW of Anza, CA",earthquake,0.22,0.41,0.302,25,automatic,ci,ci
2020-03-01T02:07:23.458Z,69.6104,-144.8002,0,2.9,ml,,,,1.02,ak,ak0202sx0l88,2020-03-01T02:39:06.040Z,"71km SW of Kaktovik, Alaska",earthquake,,1,,,automatic,ak,ak
2020-03-01T02:05:38.966Z,19.728,121.3565,35.06,4.7,mb,,90,3.085,1.07,us,us60008778,2020-03-01T02:34:35.040Z,"86km SW of Sabtang, Philippines",earthquake,8.6,5.6,0.07,61,reviewed,us,us
2020-03-01T02:05:02.379Z,36.41883333,-96.87483333,7,1.08,ml,43,69,0.01349735136,0.27,ok,ok2020efui,2020-03-02T16:17:54.733Z,"11km NW of Pawnee, Oklahoma",earthquake,,0.4,0.24,12,reviewed,ok,ok
2020-03-01T02:00:45.410Z,35.7186667,-117.5231667,9.64,1.39,ml,16,161,0.1142,0.18,ci,ci39087783,2020-03-01T02:04:26.769Z,"12km WSW of Searles Valley, CA",earthquake,0.43,1.25,0.122,18,automatic,ci,ci
2020-03-01T02:00:05.760Z,17.9801,-66.7725,17,2.16,md,8,200,0.1068,0.23,pr,pr2020061006,2020-03-01T03:10:15.662Z,"4km SSE of Guayanilla, Puerto Rico",earthquake,1.85,1.11,0.4,7,reviewed,pr,pr
2020-03-01T01:53:13.010Z,17.896,-66.8425,12,2.5,md,8,238,0.0872,0.1,pr,pr2020061004,2020-03-01T03:10:02.422Z,"10km SE of Guanica, Puerto Rico",earthquake,1.18,0.73,0.39,6,reviewed,pr,pr
2020-03-01T01:46:56.980Z,39.8933334,-123.1429977,6.17,1.88,md,10,128,0.04004,0.03,nc,nc73348420,2020-03-01T03:53:03.609Z,"14km NE of Covelo, CA",earthquake,0.45,0.65,0.26,6,automatic,nc,nc
2020-03-01T01:45:39.092Z,31.934,-102.3134,5,2.3,mb_lg,,44,0.273,0.34,us,us6000876z,2020-03-02T06:22:34.859Z,"11km NNE of Odessa, Texas",earthquake,1.1,1.6,0.111,21,reviewed,us,us
2020-03-01T01:45:23.430Z,38.8269997,-122.8144989,2.26,0.62,md,18,57,0.00499,0.02,nc,nc73348415,2020-03-01T03:26:05.452Z,"8km NW of The Geysers, CA",earthquake,0.23,0.54,0.35,2,automatic,nc,nc
2020-03-01T01:42:12.884Z,62.9444,-149.738,69.2,1.6,ml,,,,0.91,ak,ak0202swmmt5,2020-03-01T01:46:49.426Z,"63km SW of Cantwell, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-03-01T01:38:31.459Z,62.663,-151.9981,0.8,2,ml,,,,0.99,ak,ak0202swltcc,2020-03-01T01:50:41.188Z,"104km WNW of Talkeetna, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-03-01T01:38:09.310Z,34.0901667,-117.4178333,15.63,0.76,ml,12,133,0.1026,0.13,ci,ci39087751,2020-03-02T18:29:16.430Z,"3km NW of Bloomington, CA",earthquake,0.4,0.61,0.074,5,reviewed,ci,ci
2020-03-01T01:36:41.968Z,39.6524,-120.0393,5.1,0.5,ml,5,95.22,0.075,0.0863,nn,nn00718077,2020-03-01T04:15:25.704Z,"6km WSW of Cold Springs, Nevada",earthquake,,4.8,0.06,3,reviewed,nn,nn
2020-03-01T01:35:16.004Z,61.5667,-149.9912,46.6,1.3,ml,,,,0.47,ak,ak0202swl50x,2020-03-01T01:46:48.330Z,"5km NNW of Big Lake, Alaska",earthquake,,1,,,automatic,ak,ak
2020-03-01T01:24:02.210Z,17.8881,-66.841,11,2.81,md,9,236,0.095,0.1,pr,pr2020061003,2020-03-01T09:26:38.018Z,"13km SSE of Guanica, Puerto Rico",earthquake,0.89,0.58,0.21,4,reviewed,pr,pr
2020-03-01T01:20:34.380Z,66.1986,-157.186,0,1.7,ml,,,,1.21,ak,ak0202swhyoj,2020-03-01T01:31:53.007Z,"80km S of Kobuk, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-03-01T01:16:20.893Z,59.887,-152.7386,66.9,1.8,ml,,,,0.6,ak,ak0202swh2up,2020-03-01T01:28:11.776Z,"52km WNW of Anchor Point, Alaska",earthquake,,1.7,,,automatic,ak,ak
2020-03-01T01:14:35.647Z,63.474,-147.7272,0,1.7,ml,,,,0.71,ak,ak0202swgoir,2020-03-01T01:19:19.083Z,"61km E of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-03-01T01:13:11.060Z,44.8081667,-111.5456667,11.28,1.12,ml,13,113,0.085,0.15,mb,mb80383479,2020-03-01T14:20:39.800Z,"38km WNW of West Yellowstone, Montana",earthquake,0.52,0.69,0.094,5,reviewed,mb,mb
2020-03-01T01:12:05.048Z,36.4791,-116.5756,3.2,0.7,ml,7,136.21,0.125,0.1704,nn,nn00718119,2020-03-02T02:08:57.784Z,"50km SSE of Beatty, Nevada",earthquake,,3.8,0.04,2,reviewed,nn,nn
2020-03-01T01:09:51.890Z,33.5113333,-116.7613333,11.1,0.68,ml,14,105,0.03261,0.19,ci,ci39087743,2020-03-02T17:14:59.695Z,"10km WSW of Anza, CA",earthquake,0.51,1.11,0.155,15,reviewed,ci,ci
2020-03-01T00:45:48.448Z,62.1397,-150.3627,20.2,1.4,ml,,,,0.37,ak,ak0202sw1x30,2020-03-01T00:50:52.814Z,"24km SSW of Talkeetna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-03-01T00:39:17.220Z,33.6375,-116.7098333,14.88,0.89,ml,22,87,0.06293,0.24,ci,ci39087719,2020-03-01T00:42:55.527Z,"10km NNW of Anza, CA",earthquake,0.54,0.63,0.164,18,automatic,ci,ci
2020-03-01T00:38:43.970Z,19.2159996,-155.4329987,32.73,1.81,md,27,144,0.06626,0.12,hv,hv71406462,2020-03-01T00:41:55.460Z,"5km ENE of Pahala, Hawaii",earthquake,0.79,1.11,0.04,3,automatic,hv,hv
2020-03-01T00:37:47.709Z,60.9047,-151.4378,59,1.3,ml,,,,0.26,ak,ak0202sw07as,2020-03-01T00:47:31.261Z,"25km NNW of Nikiski, Alaska",earthquake,,1.3,,,automatic,ak,ak
2020-03-01T00:32:16.130Z,17.8618,-66.8906,13,2.92,md,9,249,0.1139,0.11,pr,pr2020061002,2020-03-01T02:02:06.629Z,"12km S of Guanica, Puerto Rico",earthquake,1.15,0.51,0.19,4,reviewed,pr,pr
2020-03-01T00:29:45.480Z,38.7921677,-122.7440033,1.71,0.57,md,9,117,0.01058,0.01,nc,nc73348385,2020-03-01T02:32:03.120Z,"2km NNE of The Geysers, CA",earthquake,0.46,0.82,,1,automatic,nc,nc
2020-03-01T00:24:05.290Z,17.8331,-66.8263,6,2.59,md,7,247,0.1515,0.12,pr,pr2020061001,2020-03-01T00:34:58.233Z,"17km SSE of Guanica, Puerto Rico",earthquake,1.2,0.67,0,1,reviewed,pr,pr
2020-03-01T00:20:22.850Z,19.2176666,-155.4263306,32.3,1.97,md,28,148,0.03364,0.11,hv,hv71406442,2020-03-01T00:23:32.020Z,"5km ENE of Pahala, Hawaii",earthquake,0.79,0.65,0.03,4,automatic,hv,hv
2020-03-01T00:10:31.140Z,17.9001,-66.6955,5,2.84,md,9,213,0.1683,0.23,pr,pr2020061000,2020-03-01T03:21:15.040Z,"11km SSE of Tallaboa, Puerto Rico",earthquake,1.19,0.74,0.22,6,reviewed,pr,pr
2020-03-01T00:09:23.230Z,38.8061676,-122.7371674,2.37,0.8,md,12,83,0.01846,0.03,nc,nc73348375,2020-03-01T02:05:02.947Z,"2km SW of Cobb, CA",earthquake,0.31,0.77,0.2,4,automatic,nc,nc
2020-03-01T00:08:38.291Z,37.2794,141.9918,45.56,4.4,mb,,152,3.119,1.06,us,us6000876d,2020-03-01T03:15:08.040Z,"90km ESE of Namie, Japan",earthquake,7.3,6.9,0.114,22,reviewed,us,us
2020-02-29T23:56:57.410Z,33.5276667,-116.5215,12.52,0.75,ml,23,45,0.03079,0.16,ci,ci39087687,2020-03-02T17:16:15.466Z,"14km ESE of Anza, CA",earthquake,0.33,0.48,0.215,20,reviewed,ci,ci
2020-02-29T23:55:48.030Z,35.6583333,-117.4605,9.36,1.88,ml,26,92,0.1544,0.18,ci,ci39087679,2020-02-29T23:59:28.254Z,"13km SSW of Searles Valley, CA",earthquake,0.35,0.96,0.145,25,automatic,ci,ci
2020-02-29T23:50:20.500Z,46.7071666666667,-121.059833333333,2.73,1.34,ml,15,129,,0.17,uw,uw61578987,2020-03-01T04:18:33.950Z,"23km W of Tieton, Washington",earthquake,0.74,1.45,0.0690171013535646,10,reviewed,uw,uw
2020-02-29T23:33:46.100Z,35.7201667,-117.506,2.77,0.99,ml,10,166,0.121,0.17,ci,ci39087671,2020-02-29T23:37:31.301Z,"11km WSW of Searles Valley, CA",earthquake,0.55,1.72,0.101,11,automatic,ci,ci
2020-02-29T23:26:35.119Z,59.6114,-153.1137,77.2,1.7,ml,,,,0.58,ak,ak0202rm3fvn,2020-02-29T23:31:34.388Z,"74km WSW of Anchor Point, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-02-29T23:22:10.450Z,33.495,-116.7868333,6.06,0.67,ml,27,35,0.0815,0.14,ci,ci39087663,2020-03-02T17:16:31.940Z,"9km NE of Aguanga, CA",earthquake,0.2,0.7,0.129,22,reviewed,ci,ci
2020-02-29T23:04:56.070Z,34.6515,-88.3948333,14.77,2.13,md,4,278,0.426,0.09,se,se60101423,2020-03-02T14:21:12.474Z,"15km E of Booneville, Mississippi",earthquake,1.69,0.65,0.121,3,reviewed,se,se
2020-02-29T22:57:40.220Z,17.8346,-66.9118,3,3.01,md,9,259,0.1442,0.06,pr,pr2020060051,2020-02-29T23:32:34.761Z,"15km S of Guanica, Puerto Rico",earthquake,0.57,0.4,0.37,2,reviewed,pr,pr
2020-02-29T22:38:35.230Z,45.863,-111.3481667,5.99,0.72,ml,5,199,0.303,0.07,mb,mb80383474,2020-03-01T14:41:29.200Z,"1km WNW of Manhattan, Montana",earthquake,0.78,6.09,0.093,2,reviewed,mb,mb
2020-02-29T22:25:54.180Z,17.993,-66.8388,12,2.58,md,9,169,0.0442,0.17,pr,pr2020060050,2020-02-29T23:33:02.332Z,"2km W of Indios, Puerto Rico",earthquake,1.15,0.8,0.12,3,reviewed,pr,pr
2020-02-29T22:23:51.986Z,64.9473,-147.2906,0,1.5,ml,,,,1.01,ak,ak0202rlheck,2020-02-29T22:28:31.033Z,"20km NE of Badger, Alaska",earthquake,,1.2,,,automatic,ak,ak
2020-02-29T22:20:07.460Z,36.2355003,-120.8133316,9.19,2.43,md,41,131,0.02186,0.11,nc,nc73348345,2020-03-01T00:28:03.337Z,"22km ENE of San Lucas, CA",earthquake,0.37,0.52,0.2,38,automatic,nc,nc
2020-02-29T22:18:12.480Z,38.8411674,-122.8236694,1.85,0.35,md,9,91,0.009581,0.01,nc,nc73348340,2020-03-01T00:13:03.244Z,"9km WNW of Cobb, CA",earthquake,0.39,0.83,,1,automatic,nc,nc
2020-02-29T22:16:54.916Z,61.2817,-146.8527,19.9,2,ml,,,,0.89,ak,ak0202rlfwly,2020-02-29T22:21:49.257Z,"31km WNW of Valdez, Alaska",earthquake,,1.1,,,automatic,ak,ak
2020-02-29T22:11:06.870Z,33.5753333,-116.5928333,13.61,0.73,ml,34,54,0.02294,0.2,ci,ci39087639,2020-03-02T17:16:49.418Z,"8km ENE of Anza, CA",earthquake,0.27,0.4,0.159,16,reviewed,ci,ci
2020-02-29T22:05:52.100Z,35.9451667,-117.7171667,2.09,1.97,ml,23,45,0.05426,0.17,ci,ci39087631,2020-02-29T22:16:27.230Z,"17km E of Little Lake, CA",earthquake,0.21,0.35,0.145,25,automatic,ci,ci
2020-02-29T22:05:30.820Z,33.4973333,-116.7846667,6.1,0.75,ml,27,48,0.01992,0.12,ci,ci39087623,2020-03-02T17:23:03.580Z,"10km NE of Aguanga, CA",earthquake,0.18,0.46,0.127,17,reviewed,ci,ci
2020-02-29T21:59:40.910Z,19.1921673,-155.4146729,31.95,1.83,md,34,166,0.04793,0.11,hv,hv71406282,2020-02-29T22:03:01.500Z,"7km ESE of Pahala, Hawaii",earthquake,0.62,0.87,0.09,7,automatic,hv,hv
2020-02-29T21:59:08.200Z,36.0701667,-117.8811667,3.1,1.25,ml,16,158,0.05189,0.15,ci,ci39087607,2020-03-02T17:22:08.455Z,"7km ENE of Coso Junction, CA",earthquake,0.33,0.62,0.162,16,reviewed,ci,ci
2020-02-29T21:55:27.200Z,17.8851,-66.8453,12,2.49,md,6,241,0.0962,0.07,pr,pr2020060049,2020-02-29T22:34:33.260Z,"11km SE of Guanica, Puerto Rico",earthquake,0.85,0.68,0.28,3,reviewed,pr,pr
2020-02-29T21:49:53.280Z,38.7845001,-122.7343369,1.4,0.5,md,9,84,0.002253,0.01,nc,nc73348330,2020-02-29T22:06:03.427Z,"2km ENE of The Geysers, CA",earthquake,0.31,0.84,,1,automatic,nc,nc
2020-02-29T21:49:43.900Z,17.8536,-66.832,14,2.84,md,7,252,0.1303,0.07,pr,pr2020060047,2020-02-29T22:35:50.900Z,"15km SSE of Guanica, Puerto Rico",earthquake,1.07,0.71,0.14,4,reviewed,pr,pr
2020-02-29T21:47:06.319Z,59.6075,-152.8434,80.8,2.4,ml,,,,0.67,ak,ak0202rl10do,2020-03-01T01:00:09.040Z,"61km WSW of Anchor Point, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-02-29T21:45:21.890Z,33.5946667,-116.8081667,5.32,0.21,ml,17,114,0.03679,0.1,ci,ci39087599,2020-03-02T18:14:19.346Z,"13km WNW of Anza, CA",earthquake,0.22,0.43,0.258,4,reviewed,ci,ci
2020-02-29T21:30:05.160Z,35.3593333,-117.819,4.96,1.84,ml,33,37,0.09429,0.2,ci,ci39087591,2020-03-02T17:23:07.700Z,"17km W of Johannesburg, CA",earthquake,0.31,1.36,0.253,26,reviewed,ci,ci
2020-02-29T21:24:23.080Z,36.0996667,-117.861,2.75,1.15,ml,13,157,0.01855,0.11,ci,ci39087583,2020-02-29T21:28:03.331Z,"10km NE of Coso Junction, CA",earthquake,0.32,0.5,0.186,17,automatic,ci,ci
2020-02-29T21:22:05.120Z,19.1696663,-155.4583282,34.75,2.05,md,24,206,0.08865,0.15,hv,hv71406242,2020-02-29T21:25:23.520Z,"4km SSE of Pahala, Hawaii",earthquake,1.07,1,0.31,4,automatic,hv,hv
2020-02-29T21:19:43.680Z,38.7866669,-122.7656631,1.85,0.94,md,18,76,0.01469,0.03,nc,nc73348320,2020-02-29T21:44:03.293Z,"1km NW of The Geysers, CA",earthquake,0.26,0.5,0.35,3,automatic,nc,nc
2020-02-29T21:15:20.890Z,38.8079987,-122.7383347,2.75,0.76,md,8,121,0.01825,0.01,nc,nc73348315,2020-02-29T23:16:03.879Z,"2km SW of Cobb, CA",earthquake,0.48,1.3,0.15,2,automatic,nc,nc
2020-02-29T21:07:54.177Z,59.2105,-152.5131,55.3,1.7,ml,,,,0.9,ak,ak0202rksji5,2020-02-29T21:16:42.244Z,"72km SW of Homer, Alaska",earthquake,,1.2,,,automatic,ak,ak
2020-02-29T20:58:50.920Z,37.9,-116.1127,1.9,0.7,ml,8,197.14,0.339,0.12,nn,nn00718068,2020-02-29T22:07:07.556Z,"39km SE of Warm Springs, Nevada",earthquake,,13,,,automatic,nn,nn
